"","CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","LIPID SPECIES LEVEL","LIPID MOLECULAR SPECIES LEVEL","LIPID SN POSITION LEVEL","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM","CHEMICAL_NAME_final","original_index","final_metabolite_id","metabolite_id_origin"
"1314",100015744,402,57443,211097,"Lipid","Ceramides",3080,"NAMED","QMVWGDBKESWTON-OQKRWUNJSA-N","CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO","ceramide (d18:2/24:1, d18:1/24:2)*","ceramide (d18:2/24:1, d18:1/24:2)*","CER 42:3;O2","Unknown","Unknown",NA,NA,"HMDB0240679,HMDB0240680",NA,NA,"Pos Late","ceramide_d18_2_24_1_d18_1_24_2",959,"ceramide_d18_2_24_1_d18_1_24_2","sample_cohort"
"1315",100015745,402,57453,211107,"Lipid","Hexosylceramides (HCER)",3111,"NAMED","WYTRSDHGWSSQLK-PCKKJQKNSA-N","OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","HexCer 42:3;O2","Unknown","Unknown",NA,NA,NA,NA,NA,"Pos Late","glycosyl ceramide_d18_2_24_1_d18_1_24_2",960,"glycosyl ceramide_d18_2_24_1_d18_1_24_2","sample_cohort"
"1316",100015755,402,57440,211094,"Lipid","Ceramides",3078,"NAMED","XWBWIAOWSABHFI-QOSDPKFLSA-N","OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCCCCC)=O","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*","CER 38:1;O2","Unknown","Unknown",NA,NA,"HMDB0240684,HMDB0240682,HMDB0004951",NA,NA,"Pos Late","ceramide_d18_1_20_0_d16_1_22_0_d20_1_18_0",961,"ceramide_d18_1_20_0_d16_1_22_0_d20_1_18_0","sample_cohort"
"1317",100015762,209,57467,211123,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1597,"NAMED","RILVNGKQIULBOQ-YHTMAJSVSA-N","CCCCC/C=C/C/C=C/C/C=C/CCCCCCCCC(O)=O","docosatrienoate (22:3n6)*","docosatrienoate (22:3n6)*",NA,NA,NA,NA,NA,NA,NA,"75955220","Neg","docosatrienoate_22_3n6",964,"docosatrienoate_22_3n6","sample_cohort"
"1318",100015777,402,57695,213183,"Xenobiotics","Drug - Gastrointestinal",5779,"NAMED","PWWVAXIEGOYWEE-UHFFFAOYSA-N","CC(N(C)C)CN1c2c(Sc3ccccc31)cccc2","promethazine","promethazine",NA,NA,NA,"58-33-3","4758","HMDB0015202","C07404","4927","Pos Late","promethazine",965,"Pro-Met","MetLinkR"
"1319",100015777,402,57695,213183,"Xenobiotics","Drug - Gastrointestinal",5779,"NAMED","PWWVAXIEGOYWEE-UHFFFAOYSA-N","CC(N(C)C)CN1c2c(Sc3ccccc31)cccc2","promethazine","promethazine",NA,NA,NA,"58-33-3","4758","HMDB0015202","C07404","4927","Pos Late","promethazine",965,"Pro-Met","MetLinkR"
"1320",100015786,402,57476,211139,"Lipid","Dihydrosphingomyelins",3131,"NAMED","UGRZESKDAPEULH-ACEXITHZSA-N","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*","SM 38:0;O2","Unknown","Unknown",NA,NA,"HMDB0012090",NA,NA,"Pos Late","sphingomyelin_d18_0_20_0_d16_0_22_0",968,"SM 18:0;O2/20:0","MetLinkR"
"1321",100015787,402,57475,211138,"Lipid","Sphingomyelins",3149,"NAMED","HAFQHLHNPJDAGB-MAJDXUCPSA-N","CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O","sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*","SM 37:1;O2","Unknown","Unknown",NA,NA,NA,NA,NA,"Pos Late","sphingomyelin_d18_1_19_0_d19_1_18_0",969,"sphingomyelin_d18_1_19_0_d19_1_18_0","sample_cohort"
"1322",100015789,402,57479,211142,"Lipid","Sphingomyelins",3140,"NAMED","ZLNGRWIWHFFRNK-UKCALJHFSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)*","SM 42:4;O2","SM 18:2;O2_24:2","SM 18:2;O2/24:2",NA,NA,"HMDB0240644",NA,NA,"Pos Late","sphingomyelin_d18_2_24_2",971,"SM 18:2;O2(4E,14Z)/24:2(5Z,9Z)*","MetLinkR"
"1323",100015789,402,57479,211142,"Lipid","Sphingomyelins",3140,"NAMED","ZLNGRWIWHFFRNK-UKCALJHFSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)*","SM 42:4;O2","SM 18:2;O2_24:2","SM 18:2;O2/24:2",NA,NA,"HMDB0240644",NA,NA,"Pos Late","sphingomyelin_d18_2_24_2",971,"SM 18:2;O2(4E,14Z)/24:2(5Z,9Z)*","MetLinkR"
"1324",100015789,402,57479,211142,"Lipid","Sphingomyelins",3140,"NAMED","ZLNGRWIWHFFRNK-UKCALJHFSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)*","SM 42:4;O2","SM 18:2;O2_24:2","SM 18:2;O2/24:2",NA,NA,"HMDB0240644",NA,NA,"Pos Late","sphingomyelin_d18_2_24_2",971,"SM 18:2;O2(4E,14Z)/24:2(5Z,9Z)*","MetLinkR"
"1325",100015790,402,57480,211143,"Lipid","Sphingomyelins",3154,"NAMED","SDUGEKJCGFHJRC-GKPQAQNZSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*","SM 39:2;O2","Unknown","Unknown",NA,NA,"HMDB0240676",NA,NA,"Pos Late","sphingomyelin_d18_2_21_0_d16_2_23_0",972,"SM 16:2;O2(4E,8Z)/23:0*","MetLinkR"
"1326",100015790,402,57480,211143,"Lipid","Sphingomyelins",3154,"NAMED","SDUGEKJCGFHJRC-GKPQAQNZSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*","SM 39:2;O2","Unknown","Unknown",NA,NA,"HMDB0240676",NA,NA,"Pos Late","sphingomyelin_d18_2_21_0_d16_2_23_0",972,"SM 16:2;O2(4E,8Z)/23:0*","MetLinkR"
"1327",100015790,402,57480,211143,"Lipid","Sphingomyelins",3154,"NAMED","SDUGEKJCGFHJRC-GKPQAQNZSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*","SM 39:2;O2","Unknown","Unknown",NA,NA,"HMDB0240676",NA,NA,"Pos Late","sphingomyelin_d18_2_21_0_d16_2_23_0",972,"SM 16:2;O2(4E,8Z)/23:0*","MetLinkR"
"1328",100015791,402,57482,211145,"Lipid","Sphingomyelins",3139,"NAMED","FEKSRDMVIULIDJ-SQPFVDNVSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)*","SM 41:3;O2","SM 18:2;O2_23:1","SM 18:2;O2/23:1",NA,NA,"HMDB0240668",NA,NA,"Pos Late","sphingomyelin_d18_2_23_1",973,"SM 18:2;O2(4E,14Z)/23:1(9Z)*","MetLinkR"
"1329",100015791,402,57482,211145,"Lipid","Sphingomyelins",3139,"NAMED","FEKSRDMVIULIDJ-SQPFVDNVSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)*","SM 41:3;O2","SM 18:2;O2_23:1","SM 18:2;O2/23:1",NA,NA,"HMDB0240668",NA,NA,"Pos Late","sphingomyelin_d18_2_23_1",973,"SM 18:2;O2(4E,14Z)/23:1(9Z)*","MetLinkR"
"1330",100015791,402,57482,211145,"Lipid","Sphingomyelins",3139,"NAMED","FEKSRDMVIULIDJ-SQPFVDNVSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)*","SM 41:3;O2","SM 18:2;O2_23:1","SM 18:2;O2/23:1",NA,NA,"HMDB0240668",NA,NA,"Pos Late","sphingomyelin_d18_2_23_1",973,"SM 18:2;O2(4E,14Z)/23:1(9Z)*","MetLinkR"
"1331",100015792,402,57478,211141,"Lipid","Sphingomyelins",3160,"NAMED","JONXXLXMISNQNG-BXMSAMRLSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","SM 43:1;O2","Unknown","Unknown",NA,"24846885","HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671",NA,NA,"Pos Late","sphingomyelin_d18_1_25_0_d19_0_24_1_d20_1_23_0_d19_1_24_0",974,"sphingomyelin_d18_1_25_0_d19_0_24_1_d20_1_23_0_d19_1_24_0","sample_cohort"
"1332",100015793,402,57483,211146,"Lipid","Sphingomyelins",3145,"NAMED","YHBBZTIPONDTRX-TVUHHANTSA-N","[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*","SM 33:2;O2","Unknown","Unknown",NA,NA,"HMDB0240677",NA,NA,"Pos Late","sphingomyelin_d17_2_16_0_d18_2_15_0",975,"SM 17:2;O2(4E,8Z)/16:0*","MetLinkR"
"1333",100015793,402,57483,211146,"Lipid","Sphingomyelins",3145,"NAMED","YHBBZTIPONDTRX-TVUHHANTSA-N","[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*","SM 33:2;O2","Unknown","Unknown",NA,NA,"HMDB0240677",NA,NA,"Pos Late","sphingomyelin_d17_2_16_0_d18_2_15_0",975,"SM 17:2;O2(4E,8Z)/16:0*","MetLinkR"
"1334",100015793,402,57483,211146,"Lipid","Sphingomyelins",3145,"NAMED","YHBBZTIPONDTRX-TVUHHANTSA-N","[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*","SM 33:2;O2","Unknown","Unknown",NA,NA,"HMDB0240677",NA,NA,"Pos Late","sphingomyelin_d17_2_16_0_d18_2_15_0",975,"SM 17:2;O2(4E,8Z)/16:0*","MetLinkR"
"1335",100015797,209,57658,212715,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1584,"NAMED","OQOCQFSPEWCSDO-JLNKQSITSA-N","OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","heneicosapentaenoate (21:5n3)","heneicosapentaenoate (21:5n3)",NA,NA,NA,"24257-10-1","10171040",NA,NA,"11998573","Neg","heneicosapentaenoate_21_5n3",976,"6Z,9Z,12Z,15Z,18Z-Heneicosapentaenoic acid","MetLinkR"
"1336",100015832,402,57514,211215,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1891,"NAMED","IUMXSSOVGPXXJL-UHFFFAOYSA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC","behenoylcarnitine (C22)*","behenoylcarnitine (C22)*",NA,NA,NA,NA,"28639204","HMDB0062468",NA,"71464577","Pos Late","behenoylcarnitine_c22",978,"CAR 22:0","MetLinkR"
"1337",100015834,402,57515,211216,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1892,"NAMED","YDUFZFUYBBPVLJ-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","lignoceroylcarnitine (C24)*","lignoceroylcarnitine (C24)*",NA,NA,NA,NA,NA,"HMDB0240665",NA,NA,"Pos Late","lignoceroylcarnitine_c24",980,"lignoceroylcarnitine_c24","sample_cohort"
"1338",100015836,402,57517,211218,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1913,"NAMED","ONGUASHYQLGIFC-OCOZRVBESA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCC/C=C/CCCCCCCCCCCCCCCCCCCC","ximenoylcarnitine (C26:1)*","ximenoylcarnitine (C26:1)*",NA,NA,NA,NA,NA,NA,NA,NA,"Pos Late","ximenoylcarnitine_c26_1",982,"ximenoylcarnitine_c26_1","sample_cohort"
"1339",100015838,402,57519,211220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1910,"NAMED","PVOQPLSKYNZHOT-OUKQBFOZSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCCCC/C=C/CCCCCCCC","eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)*",NA,NA,NA,NA,NA,NA,NA,NA,"Pos Late","eicosenoylcarnitine_c20_1",984,"eicosenoylcarnitine_c20_1","sample_cohort"
"1340",100015839,402,57520,211221,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1916,"NAMED","OLZWDVKTOGTVLC-UTJQPWESSA-N","O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O","dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)*",NA,NA,NA,NA,NA,NA,NA,NA,"Pos Late","dihomo_linoleoylcarnitine_c20_2",985,"dihomo_linoleoylcarnitine_c20_2","sample_cohort"
"1341",100015840,402,57521,211222,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1918,"NAMED","RDIZZXFTCZPSRY-WYTUUNCASA-N","O=C(CCCCCC/C=C/C/C=C/C/C=C/CCCCC)OC(CC([O-])=O)C[N+](C)(C)C","dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)*",NA,NA,NA,NA,NA,NA,NA,NA,"Pos Late","dihomo_linolenoylcarnitine_c20_3n3 or 6",986,"dihomo_linolenoylcarnitine_c20_3n3 or 6","sample_cohort"
"1342",100015846,402,57531,211232,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1912,"NAMED","QGIHQXKFCAACHN-SEYXRHQNSA-N","O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)*",NA,NA,NA,NA,NA,"HMDB0006509",NA,NA,"Pos Late","nervonoylcarnitine_c24_1",987,"nervonoylcarnitine_c24_1","sample_cohort"
"1343",100015850,402,57528,211229,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1922,"NAMED","OLORTLVEDIELGC-SNPVRQPZSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","adrenoylcarnitine (C22:4)*","adrenoylcarnitine (C22:4)*",NA,NA,NA,NA,NA,NA,NA,NA,"Pos Late","adrenoylcarnitine_c22_4",988,"adrenoylcarnitine_c22_4","sample_cohort"
"1344",100015873,209,57641,212681,"Xenobiotics","Drug - Neurological",5876,"NAMED","HPHUVLMMVZITSG-LURJTMIESA-N","CC[C@H](N1CCCC1=O)C(N)=O","levetiracetam","levetiracetam",NA,NA,NA,"102767-28-2","4447633","HMDB0015333","C07841","5284583","Neg","levetiracetam",989,"Levetiracetam","MetLinkR"
"1345",100015882,402,57595,212143,"Lipid","Hexosylceramides (HCER)",3107,"NAMED","FXNTXJCUSRJUFN-QOSDPKFLSA-N","OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","HexCer 38:1;O2","Unknown","Unknown",NA,NA,NA,NA,NA,"Pos Late","glycosyl ceramide_d18_1_20_0_d16_1_22_0",990,"glycosyl ceramide_d18_1_20_0_d16_1_22_0","sample_cohort"
"1346",100015914,402,57602,212153,"Lipid","Phosphatidylcholine (PC)",2401,"NAMED","NXJAJKMUHFSWDW-LIOZOAIASA-N","O=C(CCCCCCCCCCCCCCCCCCCCCCC)OCC(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*","1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*","PC 44:4","PC 20:4_24:0","Unknown",NA,NA,"HMDB0008772",NA,NA,"Pos Late","1_lignoceroyl_2_arachidonoyl_gpc_24_0_20_4",991,"PC 24:0/20:4(5Z,8Z,11Z,14Z)*","MetLinkR"
"1347",100015914,402,57602,212153,"Lipid","Phosphatidylcholine (PC)",2401,"NAMED","NXJAJKMUHFSWDW-LIOZOAIASA-N","O=C(CCCCCCCCCCCCCCCCCCCCCCC)OCC(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*","1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*","PC 44:4","PC 20:4_24:0","Unknown",NA,NA,"HMDB0008772",NA,NA,"Pos Late","1_lignoceroyl_2_arachidonoyl_gpc_24_0_20_4",991,"PC 24:0/20:4(5Z,8Z,11Z,14Z)*","MetLinkR"
"1348",100015914,402,57602,212153,"Lipid","Phosphatidylcholine (PC)",2401,"NAMED","NXJAJKMUHFSWDW-LIOZOAIASA-N","O=C(CCCCCCCCCCCCCCCCCCCCCCC)OCC(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*","1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*","PC 44:4","PC 20:4_24:0","Unknown",NA,NA,"HMDB0008772",NA,NA,"Pos Late","1_lignoceroyl_2_arachidonoyl_gpc_24_0_20_4",991,"PC 24:0/20:4(5Z,8Z,11Z,14Z)*","MetLinkR"
"1349",100015923,305,57776,213931,"Xenobiotics","Food Component/Plant",5007,"NAMED","BIMZLRFONYSTPT-UHFFFAOYSA-N","O=C(NCC(O)=O)C(O)=O","N-oxalyl glycine (NOG)","N-oxalyl glycine (NOG)",NA,NA,NA,NA,"2338366",NA,NA,"3080614","Polar","n_oxalyl glycine_nog",992,"N-Oxalylglycine","MetLinkR"
"1350",100015962,400,57687,213101,"Amino Acid","Lysine Metabolism",141,"NAMED","CDLVFVFTRQPQFU-UHFFFAOYSA-N","C[N+](C)(C)CCCCC([O-])=O","N,N,N-trimethyl-5-aminovalerate","N,N,N-trimethyl-5-aminovalerate",NA,NA,NA,NA,"34236878",NA,NA,"14274897","Pos Early","n_n_n_trimethyl_5_aminovalerate",993,"delta-Valerobetaine","MetLinkR"
"1351",100015965,400,63152,221889,"Xenobiotics","Food Component/Plant",5127,"NAMED","WYUFTYLVLQZQNH-UHFFFAOYSA-N","CCOC1C(O)C(O)C(O)C(CO)O1","ethyl alpha-glucopyranoside","ethyl alpha-glucopyranoside",NA,NA,NA,"34625-23-5","378664","HMDB0029968",NA,"11127487","Pos Early","ethyl alpha_glucopyranoside",994,"Ethyl glucoside","MetLinkR"
"1352",100015971,209,57699,212775,"Lipid","Corticosteroids",3359,"NAMED","INMJYSGZRBTEOR-RXCXIKFNSA-N","O[C@H]([C@]([C@]([C@]1([H])[C@@](CC2)([H])[C@@]3([H])[C@]([C@@]2([H])C[C@@H]4OC5C(O)C(O)C(O)C(C(O)=O)O5)(CC4)C)(CC3=O)C)(CC1)O)CO","cortolone glucuronide (1)","cortolone glucuronide (1)",NA,NA,NA,NA,NA,NA,NA,NA,"Neg","cortolone glucuronide",998,"Cortolone-3-glucuronide","MetLinkR"
"1353",100015982,209,57788,213705,"Xenobiotics","Drug - Neurological",5871,"NAMED","QQCFBZCATDIWTH-UHFFFAOYSA-N","O=C(N)N1C2=CC(O)=CC=C2C=CC3=CC=CC=C13","3-hydroxycarbamazepine","3-hydroxycarbamazepine",NA,NA,NA,"68011-67-6","119184","HMDB0060653","C16602","135290","Neg","3_hydroxycarbamazepine",1001,"3-Hydroxycarbamazepine","MetLinkR"
"1354",100016019,402,57757,213377,"Lipid","Phosphatidylcholine (PC)",2300,"NAMED","NPGWXTIWUUFYAB-DIPNUNPCSA-N","O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCC)=O","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","PC 31:0","PC 15:0_16:0","Unknown",NA,"24766642","HMDB0007967",NA,"24778680","Pos Late","1_palmitoyl_2_pentadecanoyl_gpc_16_0_15_0",1003,"PC 15:0_16:0","MetLinkR"
"1355",100016019,402,57757,213377,"Lipid","Phosphatidylcholine (PC)",2300,"NAMED","NPGWXTIWUUFYAB-DIPNUNPCSA-N","O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCC)=O","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","PC 31:0","PC 15:0_16:0","Unknown",NA,"24766642","HMDB0007967",NA,"24778680","Pos Late","1_palmitoyl_2_pentadecanoyl_gpc_16_0_15_0",1003,"PC 15:0_16:0","MetLinkR"
"1356",100016019,402,57757,213377,"Lipid","Phosphatidylcholine (PC)",2300,"NAMED","NPGWXTIWUUFYAB-DIPNUNPCSA-N","O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCC)=O","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","PC 31:0","PC 15:0_16:0","Unknown",NA,"24766642","HMDB0007967",NA,"24778680","Pos Late","1_palmitoyl_2_pentadecanoyl_gpc_16_0_15_0",1003,"PC 15:0_16:0","MetLinkR"
"1357",100016048,209,61836,218439,"Xenobiotics","Drug - Psychoactive",5945,"NAMED","YOVRGSHRZRJTLZ-UHFFFAOYSA-N","CCCCCc1cc(OC(C)(C)C2C3C=C(C(O)=O)CC2)c3c(O)c1","THC carboxylic acid","THC carboxylic acid",NA,NA,NA,NA,"97019",NA,NA,"107885","Neg","thc carboxylic acid",1005,"11-Nor-delta9-THC-9-carboxylic acid","MetLinkR"
"1358",100016049,209,61848,218461,"Xenobiotics","Drug - Psychoactive",5946,"NAMED","UWXZAZRSQQLWKH-AREXMYMPSA-N","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O1)C2=C[C@H](C3=C4C=C(CCCCC)C=C3O)[C@@H](C(C)(O4)C)CC2","THC carboxylic acid glucuronide","THC carboxylic acid glucuronide",NA,NA,NA,NA,NA,NA,NA,NA,"Neg","thc carboxylic acid glucuronide",1006,"thc carboxylic acid glucuronide","sample_cohort"
"1359",100019794,209,62277,219248,"Lipid","Fatty Acid, Dicarboxylate",1729,"NAMED","OZOJARPUDFLESM-UHFFFAOYSA-N","CCC(O)C1=C(C)C(C(O)=O)=C(CCC(O)=O)O1","hydroxy-CMPF*","hydroxy-CMPF*",NA,NA,NA,NA,NA,NA,NA,NA,"Neg","hydroxy_cmpf",1008,"hydroxy_cmpf","sample_cohort"
"1360",100019800,402,61839,218537,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1951,"NAMED","MHJOYNGEDDXLLU-UHFFFAOYSA-N","CCCCCCCCCCCCCC(O)CC(OC([N+](C)(C)C)CCC([O-])=O)=O","3-hydroxypalmitoylcarnitine","3-hydroxypalmitoylcarnitine",NA,NA,NA,NA,NA,"HMDB0013336",NA,"126456228","Pos Late","3_hydroxypalmitoylcarnitine",1009,"CAR 16:0;3OH","MetLinkR"
"1361",100019801,402,61840,218539,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1952,"NAMED","YBCVTTMMURGSEY-LMLDZDDJSA-N","CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O","3-hydroxyoleoylcarnitine","3-hydroxyoleoylcarnitine",NA,NA,NA,NA,"48061587",NA,NA,"129637446","Pos Late","3_hydroxyoleoylcarnitine",1010,"3_hydroxyoleoylcarnitine","sample_cohort"
