"","input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original","MLR_Harmonized_Name"
"1328","arabitol","5915",TRUE,FALSE,NA,"HMDB0001851","HMDB01851","94154","arabitol",NA,"C01904","",NA,FALSE,FALSE,TRUE,"L-Arabitol"
"1329","arabitol_xylitol","8006",FALSE,TRUE,1,"","CHEM100006430","6912","arabitol/xylitol",NA,"",NA,NA,TRUE,TRUE,NA,"Xylitol"
"1330","arabitol_xylitol","8006",FALSE,TRUE,1,"","CHEM100006430","94154","arabitol/xylitol",NA,"",NA,NA,TRUE,TRUE,NA,"Arabitol"
"1331","arabitol_xylitol","50",TRUE,FALSE,1,"","CHEM100006430","6912","arabitol/xylitol",NA,"",NA,NA,FALSE,TRUE,NA,"Xylitol"
"1332","arabonate","8005",FALSE,TRUE,1,"","CHEM100006115","122045","arabonate",NA,"",NA,NA,TRUE,TRUE,FALSE,"Arabinonic acid"
"1333","arabonate","8005",FALSE,TRUE,1,"","CHEM100006115","6602431","arabonate",NA,"",NA,NA,TRUE,TRUE,FALSE,"Xylonic acid"
"1334","arabonate","64",FALSE,TRUE,1,"","CHEM100006115","","arabonate",NA,"",NA,NA,FALSE,TRUE,FALSE,NA
"1335","arabonate","5188",TRUE,FALSE,1,"HMDB0000539","HMDB00539","122045","arabonate",NA,"C00878",NA,NA,FALSE,FALSE,NA,"Arabinonic acid"
"1336","arabonate_xylonate","8005",FALSE,TRUE,1,"","CHEM100006115","122045","arabonate/xylonate",NA,"",NA,NA,TRUE,TRUE,NA,"Arabinonic acid"
"1337","arabonate_xylonate","8005",FALSE,TRUE,1,"","CHEM100006115","6602431","arabonate/xylonate",NA,"",NA,NA,TRUE,TRUE,NA,"Xylonic acid"
"1338","arabonate_xylonate","64",TRUE,FALSE,NA,"","CHEM100006115","","arabonate/xylonate",NA,"",NA,NA,FALSE,TRUE,TRUE,NA
"1339","arachidate_20_0","6070",TRUE,FALSE,1,"HMDB0002212","HMDB02212","10467","arachidate (20:0)","10035","C06425",NA,NA,FALSE,FALSE,NA,"Arachidic acid"
"1340","arachidonate_20_4n6","5761",TRUE,FALSE,1,"HMDB0001043","HMDB01043","444899","arachidonate (20:4n6)","392692","C00219",NA,NA,FALSE,FALSE,NA,"Arachidonic acid"
"1341","arachidonic_acid","5762|5764",TRUE,FALSE,2,"HMDB0001043","HMDB01043",NA,"Arachidonic acid",NA,NA,NA,"15843",FALSE,FALSE,NA,"Arachidonic acid"
"1342","arachidonic_acid_c20_4","5763",TRUE,FALSE,1,NA,"HMDB01043",NA,"Arachidonic acid (C20:4)",NA,NA,NA,"15843",FALSE,FALSE,NA,NA
"1343","arachidonoyl_carnitine","6570",TRUE,FALSE,1,NA,"HMDB06455",NA,"Arachidonoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1344","arachidonoyl_ethanolamide","6312",TRUE,FALSE,1,"HMDB0004080","HMDB04080","5281969","arachidonoyl ethanolamide","4445241","C11695",NA,NA,FALSE,FALSE,NA,"Arachidonoyl-EA"
"1345","arachidonoylcarnitine_c20_4","6571",TRUE,FALSE,1,NA,"HMDB06455",NA,"arachidonoylcarnitine (C20:4)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1346","arachidonoylcholine","2286",TRUE,FALSE,1,NA,"CHEM100009332",NA,"arachidonoylcholine",NA,NA,NA,NA,FALSE,FALSE,NA,"Arachidonoylcholine"
"1347","arachidoyl_carnitine_eicosanoyl_carnitine","6577",TRUE,FALSE,1,NA,"HMDB06460_EICO",NA,"Arachidoyl carnitine, eicosanoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1348","arachidoyl_ethanolamide","6313",TRUE,FALSE,1,NA,"HMDB04080",NA,"arachidoyl ethanolamide",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1349","arachidoyl_sphingomyelin","7234",TRUE,FALSE,1,NA,"HMDB12102",NA,"arachidoyl sphingomyelin*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1350","arachidoylcarnitine_c20","6574",TRUE,FALSE,1,"HMDB0006460","HMDB06460",NA,"arachidoylcarnitine (C20)*",NA,NA,NA,NA,FALSE,FALSE,NA,"CAR 20:0"
"1351","argininate","6210",TRUE,FALSE,1,"HMDB0003148","HMDB03148","160437","argininate*",NA,NA,NA,NA,FALSE,FALSE,NA,"Argininic acid"
"1352","arginine","5169",TRUE,FALSE,NA,"","HMDB00517","","arginine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1353","arginine","5171",TRUE,FALSE,NA,"","HMDB00517","","Arginine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1354","arginine","5177",TRUE,FALSE,1,"","HMDB00517","232","arginine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1355","arginine","5172|5178",TRUE,FALSE,2,"HMDB0000517","HMDB00517","","arginine",NA,"arginine-",NA,NA,FALSE,FALSE,NA,"Arginine"
"1356","arginine","5168|5170|5174|5176",TRUE,FALSE,4,"HMDB0000517","HMDB00517","232","arginine","227","C00062",NA,NA,FALSE,FALSE,NA,"Arginine"
"1357","arginine","5175",TRUE,FALSE,1,"HMDB0000517","HMDB00517","5246487232","arginine",NA,"C00062",NA,NA,FALSE,FALSE,NA,"Arginine"
"1358","arginine","5173",TRUE,FALSE,1,"HMDB0000517","HMDB00517","6322","arginine",NA,NA,NA,NA,FALSE,FALSE,NA,"Arginine"
"1359","arginine","6272",TRUE,FALSE,1,"HMDB0003416","HMDB03416",NA,"Arginine",NA,NA,NA,NA,FALSE,FALSE,NA,"D-Arginine"
"1360","arginine_arg_ptc","5180",TRUE,FALSE,1,NA,"HMDB00517",NA,"Arginine ( Arg-PTC )",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1361","arginine_in_micromole_l","5179",TRUE,FALSE,1,NA,"HMDB00517",NA,"Arginine in plasma, micromole/L",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1362","argininosuccinate","4353",TRUE,FALSE,1,"HMDB0000052","HMDB00052","828","argininosuccinate",NA,NA,NA,NA,FALSE,FALSE,NA,"Argininosuccinic acid"
"1363","arginylisoleucine","1932",TRUE,FALSE,1,NA,"CHEM100003153","433625","arginylisoleucine",NA,NA,NA,NA,FALSE,FALSE,NA,"Arg-Ile"
"1364","arginylleucine","1933",TRUE,FALSE,1,NA,"CHEM100003154","333445","arginylleucine",NA,NA,NA,NA,FALSE,FALSE,NA,"Arg-Leu"
"1365","arginylphenylalanine","1988",TRUE,FALSE,1,NA,"CHEM100003580","4441256","arginylphenylalanine",NA,NA,NA,NA,FALSE,FALSE,NA,"Arg-Phe"
"1366","arginylproline","1987",TRUE,FALSE,1,NA,"CHEM100003579","332964","arginylproline",NA,NA,NA,NA,FALSE,FALSE,NA,"Arg-Pro"
"1367","ascorbate_vitamin_c","4332",TRUE,FALSE,1,"HMDB0000044","HMDB00044",NA,"ascorbate (Vitamin C)",NA,"C00072",NA,NA,FALSE,FALSE,NA,"Vitamin C"
"1368","ascorbic_acid_2_sulfate","3944",TRUE,FALSE,1,NA,"COMP63590","86484","ascorbic acid 2-sulfate",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1369","ascorbic_acid_3_sulfate","3957",TRUE,FALSE,1,NA,"COMP63687","11425365","ascorbic acid 3-sulfate*",NA,NA,NA,NA,FALSE,FALSE,NA,"Ascorbic acid 3-sulfate"
"1370","asmol","5973",TRUE,FALSE,1,"HMDB0001937","HMDB01937","2083","asmol",NA,"D02147",NA,NA,FALSE,FALSE,NA,"Salbutamol"
"1371","asparagine","4732",TRUE,FALSE,NA,"","HMDB00168","","asparagine",NA,"","",NA,FALSE,FALSE,TRUE,"Asparagine"
"1372","asparagine","4735",TRUE,FALSE,NA,"","HMDB00168","","Asparagine",NA,"","",NA,FALSE,FALSE,TRUE,"Asparagine"
"1373","asparagine","4740",TRUE,FALSE,1,"","HMDB00168","6267","asparagine",NA,NA,NA,NA,FALSE,FALSE,NA,"Asparagine"
"1374","asparagine","4742",TRUE,FALSE,1,"","HMDB00168","PUBCHEM236","asparagine",NA,NA,NA,NA,FALSE,FALSE,NA,"Asparagine"
"1375","asparagine","4736|4741",TRUE,FALSE,2,"HMDB0000168","HMDB00168","","asparagine",NA,"C00152",NA,NA,FALSE,FALSE,NA,"Asparagine"
"1376","asparagine","4731|4737|4739",TRUE,FALSE,3,"HMDB0000168","HMDB00168","6267","asparagine","6031","C00152",NA,NA,FALSE,FALSE,NA,"Asparagine"
"1377","asparagine","4733|4734|4738",TRUE,FALSE,3,"HMDB0000168","HMDB00168","62676992089","Asparagine",NA,"C00152",NA,NA,FALSE,FALSE,NA,"Asparagine"
"1378","asparagine","7646",TRUE,FALSE,1,"HMDB0033780","HMDB33780",NA,"Asparagine",NA,NA,NA,NA,FALSE,FALSE,NA,"D-Asparagine"
"1379","asparagine_in_micromole_l","4743",TRUE,FALSE,1,NA,"HMDB00168",NA,"Asparagine in plasma, micromole/L",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1380","asparagylleucine","1934",TRUE,FALSE,1,NA,"CHEM100003156",NA,"asparagylleucine",NA,NA,NA,NA,FALSE,FALSE,NA,"Asn-Leu"
"1381","asparatate","54",TRUE,FALSE,1,NA,"BIOCHEM_ASPARA",NA,"Asparatate",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1382","asparatate_asparatime","54",FALSE,TRUE,1,NA,"BIOCHEM_ASPARA",NA,"Asparatate/asparatime",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1383","asparatime","54",TRUE,FALSE,1,NA,"BIOCHEM_ASPARA",NA,"asparatime",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1384","aspartate","4838",TRUE,FALSE,1,"HMDB0000191","HMDB00191","5960","aspartate","5745","C00049",NA,NA,FALSE,FALSE,NA,"Aspartic acid"
"1385","aspartic_acid","4839",TRUE,FALSE,1,"HMDB0000191","HMDB00191",NA,"aspartic acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Aspartic acid"
"1386","aspartylleucine","1935",TRUE,FALSE,1,NA,"CHEM100003158","332962","aspartylleucine",NA,NA,NA,NA,FALSE,FALSE,NA,"Asp-Leu"
"1387","aspartylphenylalanine","5451",TRUE,FALSE,1,"HMDB0000706","HMDB00706","93078","aspartylphenylalanine",NA,NA,NA,NA,FALSE,FALSE,NA,"Asp-Phe"
"1388","asymmetric_dimethylarginine","5884",TRUE,FALSE,1,"HMDB0001539","HMDB01539",NA,"Asymmetric dimethylarginine",NA,NA,NA,"17929",FALSE,FALSE,NA,"Dimethylarginine"
"1389","atenolol","5948",TRUE,FALSE,1,"HMDB0001924","HMDB01924","2249","atenolol",NA,"D00235",NA,NA,FALSE,FALSE,NA,"Atenolol"
"1390","atorvastatin","6389",TRUE,FALSE,1,"HMDB0005006","HMDB05006",NA,"Atorvastatin",NA,NA,NA,NA,FALSE,FALSE,NA,"Atorvastatin"
"1391","atorvastatin_lactone","2111",TRUE,FALSE,1,NA,"CHEM100005940","6483036","atorvastatin lactone",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1392","atorvastatin_lipitor","6390",TRUE,FALSE,1,"HMDB0005006","HMDB05006","60823","atorvastatin (lipitor)",NA,NA,NA,NA,FALSE,FALSE,NA,"Atorvastatin"
"1393","atp","17",TRUE,FALSE,1,NA,"ATP",NA,"ATP",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1394","azelate_c9_dc","5554",TRUE,FALSE,1,"HMDB0000784","HMDB00784","2266","azelate (C9-DC)",NA,NA,NA,NA,FALSE,FALSE,NA,"Azelaic acid"
"1395","azelate_nonanedioate","5555",TRUE,FALSE,1,"HMDB0000784","HMDB00784","2266","azelate (nonanedioate)","2179","C08261",NA,NA,FALSE,FALSE,NA,"Azelaic acid"
"1396","azithromycin","7516",TRUE,FALSE,1,"HMDB0014352","HMDB14352","2269","azithromycin",NA,NA,NA,NA,FALSE,FALSE,NA,"Azithromycin"
"1397","b_and_or_g_tocopherol","72",TRUE,FALSE,1,NA,"CHEM100008998",NA,"b- and/or g-tocopherol",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1398","b_hydroxy_butyryl_carnitine","27",TRUE,FALSE,1,NA,"BIOCHEM_BETA_HYDR",NA,"b-Hydroxy-butyryl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1399","b_tocopherol","72",FALSE,TRUE,1,NA,"CHEM100008998",NA,"b-tocopherol",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1400","baclofen","7513",TRUE,FALSE,1,"HMDB0014327","HMDB14327","2284","baclofen",NA,NA,NA,NA,FALSE,FALSE,NA,"Baclofen"
"1401","behenate_22_0","5739",TRUE,FALSE,1,NA,"HMDB00944",NA,"Behenate (22:0)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1402","behenoyl_carnitine_docosanoyl_carnitine","2367",TRUE,FALSE,1,NA,"CHEM100015832_DOCOSANOYL",NA,"Behenoyl carnitine, docosanoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1403","behenoyl_dihydrosphingomyelin_d18_0_22_0","7217",TRUE,FALSE,1,"HMDB0012091","HMDB12091",NA,"behenoyl dihydrosphingomyelin (d18:0/22:0)*","24846880",NA,NA,NA,FALSE,FALSE,NA,"SM 18:0;O2/22:0"
"1404","behenoyl_sphingomyelin_d18_1_22_0","7239",TRUE,FALSE,1,"HMDB0012103","HMDB12103",NA,"behenoyl sphingomyelin (d18:1/22:0)*",NA,NA,NA,NA,FALSE,FALSE,NA,"SM 18:1;O2/22:0"
"1405","behenoylcarnitine_c22","2365",TRUE,FALSE,1,NA,"CHEM100015832",NA,"behenoylcarnitine (C22)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1406","benzoate","5925",TRUE,FALSE,1,"HMDB0001870","HMDB01870","243","benzoate","238","C00180",NA,NA,FALSE,FALSE,NA,"Benzoic acid"
"1407","benzoic_acid","5926",TRUE,FALSE,1,"HMDB0001870","HMDB01870",NA,"Benzoic acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Benzoic acid"
"1408","benzoylcarnitine","2066",TRUE,FALSE,1,NA,"CHEM100004555",NA,"benzoylcarnitine*",NA,NA,NA,NA,FALSE,FALSE,NA,"Benzoylcarnitine"
"1409","benzoylecgonine","1901",TRUE,FALSE,1,NA,"CHEM100002928","442997","Benzoylecgonine",NA,NA,NA,NA,FALSE,FALSE,NA,"Benzoyl ecgonine"
"1410","beta_alanine","4363",TRUE,FALSE,NA,"","HMDB00056","","beta-alanine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1411","beta_alanine","4364",TRUE,FALSE,NA,"","HMDB00056","","Beta-alanine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1412","beta_alanine","4371",TRUE,FALSE,1,"","HMDB00056","239","beta-alanine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1413","beta_alanine","4362|4365|4366",TRUE,FALSE,3,"HMDB0000056","HMDB00056","","Beta- alanine",NA,NA,NA,NA,FALSE,FALSE,NA,"beta-Alanine"
"1414","beta_alanine","4361|4367|4369|4370|8018|8019",TRUE,TRUE,6,"HMDB0000056","HMDB00056","239","beta-alanine","234","C00099",NA,NA,FALSE,FALSE,NA,"beta-Alanine"
"1415","beta_alanine","4368",TRUE,FALSE,1,"HMDB0000056","HMDB00056","2394755801","beta-alanine",NA,"C00099",NA,NA,FALSE,FALSE,NA,"beta-Alanine"
"1416","beta_alanine","8018|8019",FALSE,TRUE,2,"HMDB0000056","HMDB00056","4755801","Beta-alanine",NA,NA,NA,NA,TRUE,FALSE,NA,"beta-Alanine"
"1417","beta_carotene","19",TRUE,FALSE,1,"HMDB0000561","BETA_CAROTENE",NA,"beta-Carotene",NA,NA,NA,"17579",FALSE,FALSE,NA,"beta-Carotene"
"1418","beta_citrylglutamate","1970",TRUE,FALSE,1,NA,"CHEM100003271","72715786","beta-citrylglutamate","19992713",NA,NA,NA,FALSE,FALSE,NA,NA
"1419","beta_cryptoxanthin","7647",TRUE,FALSE,1,"HMDB0033844","HMDB33844","6384256","beta-cryptoxanthin",NA,NA,NA,NA,FALSE,FALSE,NA,"Cryptoxanthin"
"1420","beta_guanidinopropanoate","7320",TRUE,FALSE,1,"HMDB0013222","HMDB13222","67701","beta-guanidinopropanoate",NA,NA,NA,NA,FALSE,FALSE,NA,"3-Guanidinopropanoic acid"
"1421","beta_hydroxybutyrate","4281",TRUE,FALSE,1,"HMDB0000011","HMDB00011",NA,"BETA_HYDROXYBUTYRATE",NA,NA,NA,NA,FALSE,FALSE,NA,"3R-Hydroxybutyric acid"
"1422","beta_hydroxyisovalerate","5510",TRUE,FALSE,1,"HMDB0000754","HMDB00754","69362","beta-hydroxyisovalerate","62571","leucine and isoleucine metabolism",NA,NA,FALSE,FALSE,NA,"3-Hydroxyisovaleric acid"
"1423","beta_hydroxyisovaleroylcarnitine","1744",TRUE,FALSE,1,NA,"CHEM100001594",NA,"beta-hydroxyisovaleroylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1424","beta_hydroxypyruvate","5839",TRUE,FALSE,1,"HMDB0001352","HMDB01352","964","beta-hydroxypyruvate",NA,"C00168",NA,NA,FALSE,FALSE,NA,"Hydroxypyruvic acid"
"1425","beta_sitosterol","5626",TRUE,FALSE,1,"HMDB0000852","HMDB00852","222284","beta-sitosterol","192962","C01753",NA,NA,FALSE,FALSE,NA,"Sitosterol"
"1426","beta_tocopherol","73",FALSE,TRUE,1,"","CHEM100008998","","beta-tocopherol",NA,"",NA,NA,FALSE,TRUE,FALSE,NA
"1427","beta_tocopherol","6551",TRUE,FALSE,1,"HMDB0006335","HMDB06335","6857447","beta-tocopherol",NA,"C14152",NA,NA,FALSE,FALSE,NA,"beta-Tocopherol"
"1428","betaine","4323",TRUE,FALSE,NA,"","HMDB00043","","betaine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1429","betaine","4325",TRUE,FALSE,NA,"","HMDB00043","","Betaine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1430","betaine","4329",TRUE,FALSE,1,"","HMDB00043","247","betaine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1431","betaine","4326|4330|4331",TRUE,FALSE,3,"HMDB0000043","HMDB00043","","betaine",NA,"serine and threonine metabolism",NA,"17750",FALSE,FALSE,NA,"N,N,N-trimethylglycinium"
"1432","betaine","4322|4324|4327|4328",TRUE,FALSE,4,"HMDB0000043","HMDB00043","247","betaine","24219951173","C00719",NA,NA,FALSE,FALSE,NA,"N,N,N-trimethylglycinium"
"1433","betonicine","7615",TRUE,FALSE,1,"HMDB0029412","HMDB29412","164642","betonicine",NA,"C08269",NA,NA,FALSE,FALSE,NA,"Betonicine"
"1434","bilirubin","4354",TRUE,FALSE,1,"HMDB0000054","HMDB00054","5280352","bilirubin",NA,NA,NA,NA,FALSE,FALSE,NA,"Bilirubin"
"1435","bilirubin_e_e","1809",TRUE,FALSE,1,NA,"CHEM100001950","5315454","bilirubin (E,E)*","4474753",NA,NA,NA,FALSE,FALSE,NA,"Bilirubin"
"1436","bilirubin_e_z","5154",FALSE,TRUE,1,"HMDB0000488","HMDB00488","5799469","bilirubin (E,Z) *","4705847",NA,NA,NA,FALSE,TRUE,NA,"Bilirubin"
"1437","bilirubin_e_z_or_z_e","5154",TRUE,FALSE,1,"HMDB0000488","HMDB00488","5799469","bilirubin (E,Z or Z,E)*","4705847",NA,NA,NA,FALSE,TRUE,NA,"Bilirubin"
"1438","bilirubin_z_e","5154",FALSE,TRUE,1,"HMDB0000488","HMDB00488","5799469","bilirubin (Z,E) *","4705847",NA,NA,NA,FALSE,TRUE,NA,"Bilirubin"
"1439","bilirubin_z_z","4355",TRUE,FALSE,1,"HMDB0000054","HMDB00054","5280352","bilirubin (Z,Z)","4444055","C00486",NA,NA,FALSE,FALSE,NA,"Bilirubin"
"1440","biliverdin","5757",TRUE,FALSE,1,"HMDB0001008","HMDB01008","5353439","biliverdin","10628548","C00500",NA,"17033",FALSE,FALSE,NA,"Biliverdin"
"1441","biogenic_amines_ac_orn","7840",TRUE,FALSE,1,NA,"METABID_BIOGENIC_AC_ORN",NA,"Biogenic amines Ac-Orn",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1442","biogenic_amines_adma","5885",TRUE,FALSE,1,NA,"HMDB01539",NA,"Biogenic amines ADMA",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1443","biogenic_amines_alpha_aaa","4204",TRUE,FALSE,1,NA,"CSID83182",NA,"Biogenic amines alpha-AAA",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1444","biogenic_amines_creatinine","5191",TRUE,FALSE,1,NA,"HMDB00562",NA,"Biogenic amines Creatinine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1445","biogenic_amines_kynurenine","5358",TRUE,FALSE,1,NA,"HMDB00684",NA,"Biogenic amines Kynurenine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1446","biogenic_amines_met_so","6000",TRUE,FALSE,1,NA,"HMDB02005",NA,"Biogenic amines Met-SO",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1447","biogenic_amines_nitro_tyr","7841",TRUE,FALSE,1,NA,"METABID_BIOGENIC_NITRO_TYR",NA,"Biogenic amines Nitro-Tyr",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1448","biogenic_amines_putrescine","5860",TRUE,FALSE,1,NA,"HMDB01414",NA,"Biogenic amines Putrescine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1449","biogenic_amines_sarcosine","5003",TRUE,FALSE,1,NA,"HMDB00271",NA,"Biogenic amines Sarcosine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1450","biogenic_amines_sdma","6246",TRUE,FALSE,1,NA,"HMDB03334",NA,"Biogenic amines SDMA",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1451","biogenic_amines_serotonin","4992",TRUE,FALSE,1,NA,"HMDB00259",NA,"Biogenic amines Serotonin",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1452","biogenic_amines_spermidine","5818",TRUE,FALSE,1,NA,"HMDB01257",NA,"Biogenic amines Spermidine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1453","biogenic_amines_spermine","5816",TRUE,FALSE,1,NA,"HMDB01256",NA,"Biogenic amines Spermine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1454","biogenic_amines_t4_oh_pro","5474",TRUE,FALSE,1,NA,"HMDB00725",NA,"Biogenic amines t4-OH-Pro",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1455","biogenic_amines_ta","4974",TRUE,FALSE,1,NA,"HMDB00251",NA,"Biogenic amines Taurine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1456","biogenic_amines_total_dma","7842",TRUE,FALSE,1,NA,"METABID_BIOGENIC_TOTAL_DMA",NA,"Biogenic amines total DMA",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1457","biopterin","5137",TRUE,FALSE,1,"HMDB0000468","HMDB00468","445040","biopterin",NA,"C06313",NA,NA,FALSE,FALSE,NA,"Biopterin"
"1458","biotin","3562",TRUE,FALSE,1,NA,"COMP568","171548","biotin",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1459","bisphenol_a","7637",TRUE,FALSE,1,"HMDB0032133","HMDB32133","6623","Bisphenol A",NA,"C13624",NA,NA,FALSE,FALSE,NA,"Bisphenol A"
"1460","bisphenol_a_monosulfate","1824",TRUE,FALSE,1,NA,"CHEM100001997",NA,"bisphenol A monosulfate",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1461","bohbut","4282",TRUE,FALSE,1,NA,"HMDB00011",NA,"bohbut",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1462","bohbutyrate","4283",TRUE,FALSE,1,NA,"HMDB00011",NA,"bOHbutyrate",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1463","bradykinin","1675",TRUE,FALSE,1,"HMDB0004246","CHEM100000967","439201","bradykinin","388341","C00306",NA,NA,FALSE,FALSE,NA,"Bradykinin"
"1464","bradykinin_des_arg","1694",TRUE,FALSE,1,"HMDB0004246","CHEM100001292","105044","bradykinin, des-arg(9)","94778","C00306",NA,NA,FALSE,FALSE,NA,"Bradykinin"
"1465","bradykinin_hydroxy_pro","7202",TRUE,FALSE,1,"HMDB0011728","HMDB11728","169947","Bradykinin, hydroxy-pro(3)","148618",NA,NA,NA,FALSE,FALSE,NA,"Bradykinin hydroxyproline"
"1466","branched_chain_14_0_dicarboxylic_acid","3916",TRUE,FALSE,1,NA,"COMP63191",NA,"branched chain 14:0 dicarboxylic acid",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1467","branched_chain_straight_chain_or_cyclopropyl_10_1_fatty_acid","3949",TRUE,FALSE,1,NA,"COMP63615",NA,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1468","branched_chain_straight_chain_or_cyclopropyl_12_1_fatty_acid","3955",TRUE,FALSE,1,NA,"COMP63683",NA,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1469","butenylcarnitine_c4_1","7289",TRUE,FALSE,1,NA,"HMDB13126",NA,"Butenylcarnitine ( C4:1 )",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1470","butrylcarnitine","6011",TRUE,FALSE,1,NA,"HMDB02013",NA,"Butrylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1471","butyrate","45",FALSE,TRUE,1,NA,"COMP40605","264","butyrate",NA,NA,NA,NA,FALSE,TRUE,NA,"Butyric acid"
"1472","butyrate_isobutyrate_4_0","45",TRUE,FALSE,1,NA,"COMP40605","264","butyrate/isobutyrate (4:0)",NA,NA,NA,NA,FALSE,TRUE,NA,"Butyric acid"
"1473","butyric_acid","3120",TRUE,FALSE,1,"HMDB0000039","COMP40605",NA,"Butyric acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Butyric acid"
"1474","butyrobetaine","5794",TRUE,FALSE,1,"HMDB0001161","HMDB01161","134","butyrobetaine",NA,NA,NA,NA,FALSE,FALSE,NA,"3-Dehydroxycarnitine"
"1475","butyrobetaine","6618",TRUE,FALSE,1,"HMDB0006831","HMDB06831",NA,"butyrobetaine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1476","butyryl_carnitine","61",FALSE,TRUE,1,NA,"CHEBI21949",NA,"Butyryl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1477","butyryl_carnitine_or_isobutyryl_carnitine","61",TRUE,FALSE,1,NA,"CHEBI21949",NA,"Butyryl carnitine or Isobutyryl carnitine",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"1478","butyrylcarnitine","6013",TRUE,FALSE,NA,"","HMDB02013","","butyrylcarnitine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1479","butyrylcarnitine","6014",TRUE,FALSE,NA,"","HMDB02013","","Butyrylcarnitine",NA,"","",NA,FALSE,FALSE,TRUE,NA
"1480","butyrylcarnitine","6018",TRUE,FALSE,1,"","HMDB02013","439829","butyrylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"1481","butyrylcarnitine","6015",TRUE,FALSE,1,"HMDB0002013","HMDB02013","","butyrylcarnitine",NA,NA,NA,NA,FALSE,FALSE,NA,"CAR 4:0"
