"input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original"
"1_2_dipalmitoyl_gpc_16_0_16_0","5199",TRUE,FALSE,1,"HMDB0000564","HMDB00564","452110","1,2-dipalmitoyl-GPC (16:0/16:0)",398235,NA,NA,NA,FALSE,FALSE,NA
"1_2_dipalmitoyl_gpe_16_0_16_0","8114",FALSE,TRUE,1,"","HMDB08923","11802774","1,2-dipalmitoyl-GPE (16:0/16:0)*",393103,NA,NA,NA,TRUE,FALSE,NA
"1_2_dipalmitoyl_gpe_16_0_16_0","8114",FALSE,TRUE,1,"","HMDB08923","445468","1,2-dipalmitoyl-GPE (16:0/16:0)*",393103,NA,NA,NA,TRUE,FALSE,NA
"1_2_dipalmitoyl_gpe_16_0_16_0","6791",TRUE,FALSE,1,"HMDB0008923","HMDB08923","445468","1,2-dipalmitoyl-GPE (16:0/16:0)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_2_dipalmitoylglycerol","6621",TRUE,FALSE,1,"HMDB0007098","HMDB07098","99931","1,2-dipalmitoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_2_distearoyl_gpc_18_0_18_0","1660",TRUE,FALSE,1,NA,"CHEM100000660","94190","1,2-distearoyl-GPC (18:0/18:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_2_propanediol","5930",TRUE,FALSE,1,"HMDB0001881","HMDB01881","1030","1,2-propanediol",NA,"C00583",NA,NA,FALSE,FALSE,NA
"1_3_7_trimethylurate","6055",TRUE,FALSE,1,"HMDB0002123","HMDB02123","79437","1,3,7-trimethylurate",71754,"C16361",NA,NA,FALSE,FALSE,NA
"1_3_dihydroxyacetone","5932",TRUE,FALSE,1,"HMDB0001882","HMDB01882","670","1,3-dihydroxyacetone",NA,"C00184",NA,NA,FALSE,FALSE,NA
"1_3_dimethylurate","5918",TRUE,FALSE,1,"HMDB0001857","HMDB01857","70346","1,3-dimethylurate",63527,NA,NA,NA,FALSE,FALSE,NA
"1_3_dipalmitoylglycerol","7623",TRUE,FALSE,1,"HMDB0031011","HMDB31011","68149","1,3-dipalmitoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_5_anhydro_d_sorbitol","6146",TRUE,FALSE,1,"HMDB0002712","HMDB02712",NA,"1.5-anhydro-D-sorbitol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_5_anhydroglucitol","6147",TRUE,FALSE,1,NA,"HMDB02712",NA,"1,5-Anhydroglucitol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_5_anhydroglucitol_1_5_ag","6148",TRUE,FALSE,1,"HMDB0002712","HMDB02712","64960","1,5-anhydroglucitol (1,5-AG)",NA,"C07326",NA,NA,FALSE,FALSE,NA
"1_5_anhydrosorbitol","6149",TRUE,FALSE,1,NA,"HMDB02712","CID64960","1,5-anhydrosorbitol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_6_anhydroglucose","5261",TRUE,FALSE,NA,"","HMDB00640","","1,6-anhydroglucose",NA,"","",NA,FALSE,FALSE,TRUE
"1_6_anhydroglucose","5263",TRUE,FALSE,1,"","HMDB00640","2724705","1,6-anhydroglucose",NA,NA,NA,NA,FALSE,FALSE,NA
"1_6_anhydroglucose","5262|8056",TRUE,TRUE,2,"HMDB0000640","HMDB00640","11412545","1,6-anhydroglucose",NA,NA,NA,NA,FALSE,FALSE,NA
"1_6_anhydroglucose","5260|8056",TRUE,TRUE,2,"HMDB0000640","HMDB00640","2724705","1,6-anhydroglucose",NA,NA,NA,NA,FALSE,FALSE,NA
"1_7_dimethylurate","7002",TRUE,FALSE,1,"HMDB0011103","HMDB11103","91611","1,7-dimethylurate",82720,"C16356",NA,NA,FALSE,FALSE,NA
"1_7_dimethyluric_acid","7003",TRUE,FALSE,1,"HMDB0011103","HMDB11103",NA,"1.7-dimethyluric acid",NA,NA,NA,NA,FALSE,FALSE,NA
"1_adrenoyl_gpc_22_4","7776",TRUE,FALSE,1,NA,"LPC_22_4",NA,"1-adrenoyl-GPC (22:4)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_gpa_20_4","2055",TRUE,FALSE,1,NA,"CHEM100004442",NA,"1-arachidonoyl-GPA (20:4)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_gpc_20_4","6950",TRUE,FALSE,1,NA,"HMDB10395",NA,"1-arachidonoyl-GPC (20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_gpc_20_4n6","6951",TRUE,FALSE,1,"HMDB0010395","HMDB10395",NA,"1-arachidonoyl-GPC (20:4n6)*",21403155,"C05208",NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_gpe_20_4","7133",TRUE,FALSE,1,NA,"HMDB11517","42607465","1-arachidonoyl-GPE (20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_gpe_20_4n6","7134",TRUE,FALSE,1,"HMDB0011517","HMDB11517","42607465","1-arachidonoyl-GPE (20:4n6)*",21403171,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_gpi_20_4","7733",TRUE,FALSE,1,"HMDB0061690","HMDB61690",NA,"1-arachidonoyl-GPI (20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoyl_lpa","2054",TRUE,FALSE,1,NA,"CHEM100004442",NA,"1-arachidonoyl LPA",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoylglycerophosphocholine","6952",TRUE,FALSE,1,"HMDB0010395","HMDB10395",NA,"1-arachidonoylglycerophosphocholine*",NA,"C05208",NA,NA,FALSE,FALSE,NA
"1_arachidonoylglycerophosphocholine_20_4n6","6953",TRUE,FALSE,1,"HMDB0010395","HMDB10395",NA,"1-arachidonoylglycerophosphocholine (20:4n6)*",NA,"C05208",NA,NA,FALSE,FALSE,NA
"1_arachidonoylglycerophosphoethanolamine","7135",TRUE,FALSE,1,"HMDB0011517","HMDB11517","42607465","1-arachidonoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoylglycerophosphoinositol","7734",TRUE,FALSE,1,"HMDB0061690","HMDB61690",NA,"1-arachidonoylglycerophosphoinositol*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonoylglyercophosphate","2056",TRUE,FALSE,1,NA,"CHEM100004442",NA,"1-arachidonoylglyercophosphate",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonylglycerol","8121",FALSE,TRUE,NA,"HMDB0011549","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"","",NA,TRUE,FALSE,FALSE
"1_arachidonylglycerol","7155",TRUE,FALSE,NA,"HMDB0011572","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"C13857",NA,NA,FALSE,FALSE,TRUE
"1_arachidonylglycerol","8121",FALSE,TRUE,NA,"HMDB0011572","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"","",NA,TRUE,FALSE,FALSE
"1_arachidonylglycerol_20_4","7159",TRUE,FALSE,1,"","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonylglycerol_20_4","7156",TRUE,FALSE,NA,"HMDB0011549","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)",NA,"","",NA,FALSE,FALSE,TRUE
"1_arachidonylglycerol_20_4","7157",TRUE,FALSE,1,"HMDB0011572","HMDB11549_HMDB11572","","1-arachidonylglycerol (20:4)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidonylglycerol_20_4","7158",TRUE,FALSE,NA,"HMDB0011572","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)",4445452,"C13857","",NA,FALSE,FALSE,TRUE
"1_arachidoyl_2_arachidonoyl_gpc_20_0_20_4","3557",TRUE,FALSE,1,NA,"COMP55062",NA,"1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*",24766940,NA,NA,NA,FALSE,FALSE,NA
"1_arachidoyl_gpc_20_0","6937",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoyl-GPC (20:0)",21403128,"C04230",NA,NA,FALSE,FALSE,NA
"1_arachidoylglycerophosphocholine","6938",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoylglycerophosphocholine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_arachidoylglycerophosphocholine_20_0","6939",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoylglycerophosphocholine (20:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_behenoyl_gpc_22_0","3031",TRUE,FALSE,1,NA,"COMP39792",NA,"1-behenoyl-GPC (22:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_carboxyethylisoleucine","3767",TRUE,FALSE,1,NA,"COMP62558",NA,"1-carboxyethylisoleucine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_carboxyethylleucine","3769",TRUE,FALSE,1,NA,"COMP62559",NA,"1-carboxyethylleucine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_carboxyethylphenylalanine","3775",TRUE,FALSE,1,NA,"COMP62566",NA,"1-carboxyethylphenylalanine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_carboxyethyltyrosine","3773",TRUE,FALSE,1,NA,"COMP62564",NA,"1-carboxyethyltyrosine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_carboxyethylvaline","3771",TRUE,FALSE,1,NA,"COMP62562",NA,"1-carboxyethylvaline",NA,NA,NA,NA,FALSE,FALSE,NA
"1_cerotoyl_gpc_26_0","7601",TRUE,FALSE,1,"HMDB0029205","HMDB29205",NA,"1-cerotoyl-GPC (26:0)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_dihomo_linolenoyl_gpc_20_3n3","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3) *",21403156,NA,NA,NA,FALSE,TRUE,NA
"1_dihomo_linolenoyl_gpc_20_3n3_or_6","6949",TRUE,FALSE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3 or 6)*",21403156,NA,NA,NA,FALSE,TRUE,NA
"1_dihomo_linolenoyl_gpc_20_3n6","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n6) *",21403156,NA,NA,NA,FALSE,TRUE,NA
"1_dihomo_linolenoyl_gpe_20_3n3","63",FALSE,TRUE,1,NA,"CHEM100005371",NA,"1-dihomo-linolenoyl-GPE (20:3n3) *",NA,NA,NA,NA,FALSE,TRUE,NA
"1_dihomo_linolenoyl_gpe_20_3n3_or_6","63",TRUE,FALSE,1,NA,"CHEM100005371",NA,"1-dihomo-linolenoyl-GPE (20:3n3 or 6)*",NA,NA,NA,NA,FALSE,TRUE,NA
"1_dihomo_linolenoyl_gpe_20_3n6","63",FALSE,TRUE,1,NA,"CHEM100005371",NA,"1-dihomo-linolenoyl-GPE (20:3n6) *",NA,NA,NA,NA,FALSE,TRUE,NA
"1_dihomo_linolenylglycerol_20_3","2134",TRUE,FALSE,1,NA,"CHEM100006121",NA,"1-dihomo-linolenylglycerol (20:3)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_dihomo_linolenylglycerol_alpha_gamma","2135",TRUE,FALSE,1,NA,"CHEM100006121",NA,"1-dihomo-linolenylglycerol (alpha, gamma)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_dihomo_linoleoyl_gpc_20_2","1719",TRUE,FALSE,1,"HMDB0010392","CHEM100001553",NA,"1-dihomo-linoleoyl-GPC (20:2)*",21403157,NA,NA,NA,FALSE,FALSE,NA
"1_dihomo_linoleoylglycerophosphocholine_20_2n6","1720",TRUE,FALSE,1,"HMDB0010392","CHEM100001553",NA,"1-dihomo-linoleoylglycerophosphocholine (20:2n6)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoyl_gpc_22_6","1740",TRUE,FALSE,1,"HMDB0010404","CHEM100001566",NA,"1-docosahexaenoyl-GPC (22:6)*",21403169,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoyl_gpe_22_6","1849",TRUE,FALSE,1,NA,"CHEM100002060",NA,"1-docosahexaenoyl-GPE (22:6)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoylglycerol","7175",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoylglycerol_22_6","7176",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol (22:6)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoylglycerophosphocholine","1741",TRUE,FALSE,1,"HMDB0010404","CHEM100001566",NA,"1-docosahexaenoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoylglycerophosphocholine_22_6n3","1742",TRUE,FALSE,1,"HMDB0010404","CHEM100001566",NA,"1-docosahexaenoylglycerophosphocholine (22:6n3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosahexaenoylglycerophosphoethanolamine","1850",TRUE,FALSE,1,NA,"CHEM100002060",NA,"1-docosahexaenoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosapentaenoyl_gpc_22_5n3","1855",TRUE,FALSE,1,NA,"CHEM100002063",NA,"1-docosapentaenoyl-GPC (22:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosapentaenoyl_gpc_22_5n6","2099",TRUE,FALSE,1,NA,"CHEM100005673",NA,"1-docosapentaenoyl-GPC (22:5n6)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosapentaenoylglycerophosphocholine","1856",TRUE,FALSE,1,NA,"CHEM100002063",NA,"1-docosapentaenoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_docosapentaenoylglycerophosphocholine_22_5n3","1857",TRUE,FALSE,1,NA,"CHEM100002063",NA,"1-docosapentaenoylglycerophosphocholine (22:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosadienoylglycerophosphocholine","1721",TRUE,FALSE,1,"HMDB0010392","CHEM100001553",NA,"1-eicosadienoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosapentaenoyl_gpc_20_5","2075",TRUE,FALSE,1,NA,"CHEM100005351",NA,"1-eicosapentaenoyl-GPC (20:5)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosapentaenoyl_gpe_20_5","7114",TRUE,FALSE,1,NA,"HMDB11489",NA,"1-eicosapentaenoyl-GPE (20:5)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosapentaenoylglycerophosphocholine_20_5n3","2076",TRUE,FALSE,1,NA,"CHEM100005351",NA,"1-eicosapentaenoylglycerophosphocholine (20:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosapentaenoylglycerophosphoethanolamine","7115",TRUE,FALSE,1,NA,"HMDB11489",NA,"1-eicosapentaenoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosatrienoylglycerophosphocholine","1717",TRUE,FALSE,1,NA,"CHEM100001552",NA,"1-eicosatrienoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosatrienoylglycerophosphocholine_20_3","1718",TRUE,FALSE,1,NA,"CHEM100001552",NA,"1-eicosatrienoylglycerophosphocholine (20:3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosatrienoylglycerophosphoethanolamine","2084",TRUE,FALSE,1,NA,"CHEM100005371",NA,"1-eicosatrienoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosenoyl_gpc_20_1","2077",TRUE,FALSE,1,NA,"CHEM100005352",NA,"1-eicosenoyl-GPC (20:1)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosenoylglycerophosphocholine_20_1n9","2078",TRUE,FALSE,1,NA,"CHEM100005352",NA,"1-eicosenoylglycerophosphocholine (20:1n9)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_eicosenoylglycerophosphoethanolamine_20_1n9","2087",TRUE,FALSE,1,NA,"CHEM100005376",NA,"1-eicosenoylglycerophosphoethanolamine (20:1n9)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_erucoyl_gpc_22_1","3558",TRUE,FALSE,1,NA,"COMP55070",NA,"1-erucoyl-GPC (22:1)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_gamma_linolenoylglycerol","7170",TRUE,FALSE,1,NA,"HMDB11569",NA,"1-gamma-linolenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_heptadecanoylglycerophosphocholine","7259",TRUE,FALSE,1,"HMDB0012108","HMDB12108","24779463","1-heptadecanoylglycerophosphocholine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_heptadecanoylglycerophosphoethanolamine","1871",TRUE,FALSE,1,NA,"CHEM100002171",NA,"1-heptadecanoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_hydroxy_2_naphthalenecarboxylate","1893",TRUE,FALSE,1,NA,"CHEM100002394","6844","1-hydroxy-2-naphthalenecarboxylate",NA,"C03203",NA,NA,FALSE,FALSE,NA
"1_lignoceroyl_gpc_24_0","6969",TRUE,FALSE,1,"HMDB0010405","HMDB10405",NA,"1-lignoceroyl-GPC (24:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linolenoyl_gpc_18_3","6935",TRUE,FALSE,1,"HMDB0010388","HMDB10388",NA,"1-linolenoyl-GPC (18:3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linolenoylglycerol","7171",TRUE,FALSE,1,"HMDB0011569","HMDB11569","53480978","1-linolenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linolenoylglycerol_18_3","7172",TRUE,FALSE,1,"HMDB0011569","HMDB11569","53480978","1-linolenoylglycerol (18:3)",21403134,NA,NA,NA,FALSE,FALSE,NA
"1_linolenoylglycerophosphocholine_18_3n3","6936",TRUE,FALSE,1,"HMDB0010388","HMDB10388",NA,"1-linolenoylglycerophosphocholine (18:3n3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linolenoylglycerophosphoethanolamine_18_3n3","2100",TRUE,FALSE,1,NA,"CHEM100005714",NA,"1-linolenoylglycerophosphoethanolamine (18:3n3)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_2_arachidonoyl_gpc_18_2_20_4","6773",TRUE,FALSE,1,NA,"HMDB08147",NA,"1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_2_arachidonoyl_gpc_18_2_20_4n6","6774",TRUE,FALSE,1,"HMDB0008147","HMDB08147",NA,"1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*",24766809,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_2_docosahexaenoyl_gpc_18_2_22_6","3534",TRUE,FALSE,1,NA,"COMP53199",NA,"1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*",24766818,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_2_linolenoyl_gpc_18_2_18_3","6772",TRUE,FALSE,1,"HMDB0008141","HMDB08141",NA,"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*",24766802,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_gpa_18_2","6670",TRUE,FALSE,1,"HMDB0007856","HMDB07856",NA,"1-linoleoyl-GPA (18:2)*",24766514,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_gpc_18_2","6920",TRUE,FALSE,1,"HMDB0010386","HMDB10386","11988421","1-linoleoyl-GPC (18:2)",10160888,"C04100",NA,NA,FALSE,FALSE,NA
"1_linoleoyl_gpe_18_2","7126",TRUE,FALSE,1,"HMDB0011507","HMDB11507","52925130","1-linoleoyl-GPE (18:2)*",21403170,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_gpg_18_2","2262",TRUE,FALSE,1,NA,"CHEM100009227",NA,"1-linoleoyl-GPG (18:2)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoyl_gpi_18_2","1773",TRUE,FALSE,1,NA,"CHEM100001778",NA,"1-linoleoyl-GPI (18:2)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoylglycerol_18_2","1676",TRUE,FALSE,1,NA,"CHEM100001040","5283469","1-linoleoylglycerol (18:2)",4446589,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoylglycerol_1_monolinolein","1677",TRUE,FALSE,1,NA,"CHEM100001040","5283469","1-linoleoylglycerol (1-monolinolein)",NA,"C01885",NA,NA,FALSE,FALSE,NA
"1_linoleoylglycerophosphocholine","6921",TRUE,FALSE,1,"HMDB0010386","HMDB10386","11988421","1-linoleoylglycerophosphocholine",NA,"C04100",NA,NA,FALSE,FALSE,NA
"1_linoleoylglycerophosphocholine_18_2n6","6922",TRUE,FALSE,1,"HMDB0010386","HMDB10386","11988421","1-linoleoylglycerophosphocholine (18:2n6)",NA,"C04100",NA,NA,FALSE,FALSE,NA
"1_linoleoylglycerophosphoethanolamine","7127",TRUE,FALSE,1,"HMDB0011507","HMDB11507","52925130","1-linoleoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_linoleoylglycerophosphoinositol","1774",TRUE,FALSE,1,NA,"CHEM100001778",NA,"1-linoleoylglycerophosphoinositol*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_margaroyl_2_arachidonoyl_gpc_17_0_20_4","3529",TRUE,FALSE,1,NA,"COMP53193",NA,"1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*",24822197,NA,NA,NA,FALSE,FALSE,NA
"1_margaroyl_2_docosahexaenoyl_gpc_17_0_22_6","3533",TRUE,FALSE,1,NA,"COMP53198",NA,"1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*",24822432,NA,NA,NA,FALSE,FALSE,NA
"1_margaroyl_2_linoleoyl_gpc_17_0_18_2","2241",TRUE,FALSE,1,NA,"CHEM100009037",NA,"1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_margaroyl_2_oleoyl_gpc_17_0_18_1","2240",TRUE,FALSE,1,NA,"CHEM100009036",NA,"1-margaroyl-2-oleoyl-GPC (17:0/18:1)*",24822423,NA,NA,NA,FALSE,FALSE,NA
"1_margaroyl_gpc_17_0","7260",TRUE,FALSE,1,"HMDB0012108","HMDB12108","24779463","1-margaroyl-GPC (17:0)",NA,"C04230",NA,NA,FALSE,FALSE,NA
"1_margaroyl_gpe_17_0","1872",TRUE,FALSE,1,NA,"CHEM100002171",NA,"1-margaroyl-GPE (17:0)*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_margaroylglycerol_17_0","1708",TRUE,FALSE,1,NA,"CHEM100001429","107036","1-margaroylglycerol (17:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_margaroylglycerophosphocholine_17_0","7261",TRUE,FALSE,1,"HMDB0012108","HMDB12108","24779463","1-margaroylglycerophosphocholine (17:0)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_margaroylglycerophosphoethanolamine","1873",TRUE,FALSE,1,NA,"CHEM100002171",NA,"1-margaroylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methyl_2_piperidinecarboxylic_acid","2600",TRUE,FALSE,1,NA,"COMP33507",NA,"1-methyl-2-piperidinecarboxylic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methyl_2_piperidinecarboxylic_acid_x_12092","2601",TRUE,FALSE,1,NA,"COMP33507",NA,"1-methyl-2-piperidinecarboxylic acid (X - 12092)",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methyl_4_imidazoleacetate","6168",TRUE,FALSE,1,"HMDB0002820","HMDB02820","75810","1-methyl-4-imidazoleacetate",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methyl_5_imidazoleacetate","3879",TRUE,FALSE,1,NA,"COMP62946","6451814","1-methyl-5-imidazoleacetate",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methyl_beta_carboline_3_carboxylic_acid","2053",TRUE,FALSE,1,NA,"CHEM100004434","5406157","1-methyl-beta-carboline-3-carboxylic acid",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methyladenosine","6237",TRUE,FALSE,1,"HMDB0003331","HMDB03331","27476","1-Methyladenosine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylguanidine","5881",TRUE,FALSE,1,"HMDB0001522","HMDB01522","10111","1-methylguanidine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylguanine","6229",TRUE,FALSE,1,"HMDB0003282","HMDB03282","70315","1-methylguanine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylguanosine","5893",TRUE,FALSE,1,"HMDB0001563","HMDB01563",NA,"1-methylguanosine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylhistamine","5690",TRUE,FALSE,1,"HMDB0000898","HMDB00898","3614","1-methylhistamine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylhistidine","4246",TRUE,FALSE,NA,"","HMDB00001","","1-methylhistidine",NA,"","",NA,FALSE,FALSE,TRUE
"1_methylhistidine","4252",TRUE,FALSE,1,"","HMDB00001","92105","1-methylhistidine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylhistidine","4248",TRUE,FALSE,1,"HMDB0000001","HMDB00001","","1-methylhistidine",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylhistidine","4247|4250",TRUE,FALSE,2,"HMDB0000001","HMDB00001","9.21057E+11","1-methylhistidine",NA,"C01152",NA,NA,FALSE,FALSE,NA
"1_methylhistidine","4245|4249|4251",TRUE,FALSE,3,"HMDB0000001","HMDB00001","92105","1-methylhistidine",83153,"C01152",NA,NA,FALSE,FALSE,NA
"1_methylimidazoleacetate","6169",TRUE,FALSE,1,"HMDB0002820","HMDB02820","75810","1-methylimidazoleacetate",68319,"C05828",NA,NA,FALSE,FALSE,NA
"1_methylinosine","6151",TRUE,FALSE,1,NA,"HMDB02721",NA,"1-Methylinosine",NA,NA,NA,19065,FALSE,FALSE,NA
"1_methylnicotinamide","5431",TRUE,FALSE,NA,"","HMDB00699","","1-methylnicotinamide",NA,"","",NA,FALSE,FALSE,TRUE
"1_methylnicotinamide","5436",TRUE,FALSE,1,"","HMDB00699","10129985","1-methylnicotinamide",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylnicotinamide","5439",TRUE,FALSE,1,"","HMDB00699","457","1-methylnicotinamide",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylnicotinamide","5432|5434",TRUE,FALSE,2,"HMDB0000699","HMDB00699","","_1_METHYLNICOTINAMIDE",NA,NA,NA,NA,FALSE,FALSE,NA
"1_methylnicotinamide","5430|5435|5437|8061",TRUE,TRUE,4,"HMDB0000699","HMDB00699","10129985","1-methylnicotinamide",8305504,"C02918",NA,NA,FALSE,FALSE,NA
"1_methylnicotinamide","8061",FALSE,TRUE,1,"HMDB0000699","HMDB00699","10129990","1-methylnicotinamide",NA,NA,NA,NA,TRUE,FALSE,NA
"1_methylnicotinamide","5433|5438",TRUE,FALSE,2,"HMDB0000699","HMDB00699","457","1-methylnicotinamide",NA,NA,NA,NA,FALSE,FALSE,NA
