metabolite_id,dataset_id,study_name,platform,merge_variable,input_metabolite_name,input_metabid,input_chemical_id,input_comp_id,input_hmdb_id,input_cas,input_pubchem,input_chemspider,input_kegg,input_inchikey,input_chebi
COMP61888,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 22515,x___22515,,47779,,,,,,,
COMP61888,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 22515,x_22515,,47779,,,,,,,
COMP61888,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,glucuronide of C10H18O2 (8)*,61888,,61888,,,,,,,
COMP61970,3,Cancer Prevention Study II,Metabolon,COMP_ID,glucuronide of C14H22O4 (2)*,glucuronide of c14h22o4 (2)*,,X61970,,,,,,,
COMP61970,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 18606,x - 18606,,X48044,,,,,,,
COMP61970,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 18606,x_18606,,,,,,,,,
COMP61970,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 18606,x_18606,,,,,,,,,
COMP61970,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 18606,x_18606,,41840;48044,,,,,,,
COMP61970,11,Shanghai Women's Health Study,Metabolon,BIOCHEMICAL_NAME,X - 18606,x_18606,,,,,,,,,
COMP61970,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 18606,x_18606,,41840,,,,,,,
COMP61970,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 18606,x_18606,,41840,,,,,,,
COMP61970,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 18606,x_18606,,48044,,,,,,,
COMP61970,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 18606,m_795,,41840,,,,,,,
COMP62059,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 12511,x_12511,,46458,,,,,,,
COMP62059,3,Cancer Prevention Study II,Metabolon,COMP_ID,N-acetyl-2-aminooctanoate*,n-acetyl-2-aminooctanoate*,,X62059,HMDB59745,,95555,,,,
COMP62059,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 12511,x - 12511,,X46458,,,,,,,
COMP62059,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12511,x_12511,,,,,,,,,
COMP62059,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12511,x_12511,,,,,,,,,
COMP62059,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12511,x_12511,,,,,,,,,
COMP62059,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12511,x_12511,,34524;46458,,,,,,,
COMP62059,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12511,x_12511,,34524;46458,,,,,,,
COMP62059,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,X - 12511,x_12511,,,,,,,,,
COMP62059,21,Well for life China,Metabolon,COMP_ID,N-acetyl-2-aminooctanoate*,n-acetyl-2-aminooctanoate,,62059,HMDB59745,,95555,,,,
COMP62059,24,Born in Bradford,Metabolon,COMP_ID,N-acetyl-2-aminooctanoate*,metmss62059,100020204,62059,HMDB59745,,95555,,,,
COMP62059,29,Twins United Kingdom,Metabolon,COMP_ID,X - 12511,m46458,,46458,,,,,,,
COMP62059,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 12511,x___12511,,46458,,,,,,,
COMP62059,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___12511,logm467,,,,,,,,,
COMP62059,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12511,x_12511,,34524,,,,,,,
COMP62059,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12511,x_12511,,34524,,,,,,,
COMP62059,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12511,x_12511,,46458,,,,,,,
COMP62059,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 12511,m_596,,34524,,,,,,,
COMP62059,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,N-acetyl-2-aminooctanoate*,62059,,62059,,,95555,,,,
COMP62060,3,Cancer Prevention Study II,Metabolon,COMP_ID,hydroxyasparagine**,hydroxyasparagine**,,X62060,,,,,,,
COMP62060,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24513,x - 24513,,X52834,,,,,,,
COMP62060,21,Well for life China,Metabolon,COMP_ID,hydroxyasparagine**,hydroxyasparagine,,62060,HMDB32332,,97663,,,,
COMP62060,24,Born in Bradford,Metabolon,COMP_ID,hydroxyasparagine**,metmss62060,100020205,62060,HMDB32332,,97663,,,,
COMP62060,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 24513,x___24513,,52834,,,,,,,
COMP62060,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,hydroxyasparagine,62060,,62060,,,97663,,,,
COMP62061,21,Well for life China,Metabolon,NEW UID,genistein sulfate*,genistein_sulfate,,62061,,,,,,,
COMP62061,24,Born in Bradford,Metabolon,CHEMICAL_ID,genistein sulfate*,metmss62061,100020207,62061,,,,,,,
COMP62061,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 24655,x___24655,,53083,,,,,,,
COMP62062,3,Cancer Prevention Study II,Metabolon,COMP_ID,3-hydroxystachydrine*,_3-hydroxystachydrine*,,X62062,,,442640,,,,
COMP62062,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24738,x - 24738,,X53214,,,,,,,
COMP62062,21,Well for life China,Metabolon,COMP_ID,3-hydroxystachydrine*,3-hydroxystachydrine,,62062,,,442640,,,,
COMP62062,24,Born in Bradford,Metabolon,COMP_ID,3-hydroxystachydrine*,metmss62062,100020203,62062,,,442640,,,,
COMP62062,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 24738,x___24738,,53214,,,,,,,
COMP62062,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,3-hydroxystachydrine*,62062,,62062,,,442640,,,,
COMP62064,3,Cancer Prevention Study II,Metabolon,COMP_ID,3-hydroxybutyroylglycine**,_3-hydroxybutyroylglycine**,,X62064,,,,,,,
COMP62064,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 13722,x - 13722,,X47964,,,,,,,
COMP62064,21,Well for life China,Metabolon,NEW UID,3-hydroxybutyroylglycine**,3-hydroxybutyroylglycine,,62064,,,,,,,
COMP62064,24,Born in Bradford,Metabolon,COMP_ID,3-hydroxybutyroylglycine**,metmss62064,100020211,62064,,,,,,,
COMP62064,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 13722,x___13722,,47964,,,,,,,
COMP62064,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 13722,x_13722,,47964,,,,,,,
COMP62064,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,3-hydroxybutyroylglycine,62064,,62064,,,,,,,
COMP62065,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 22716,x_22716,,48018,,,,,,,
COMP62065,3,Cancer Prevention Study II,Metabolon,COMP_ID,glyco-alpha-muricholate**,glyco-alpha-muricholate**,,X62065,,,,,,,
COMP62065,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 22716,x - 22716,,X48018,,,,,,,
COMP62065,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 22716,x_22716,,,,,,,,,
COMP62065,21,Well for life China,Metabolon,NEW UID,glyco-alpha-muricholate**,glyco-alpha-muricholate,,62065,,,,,,,
COMP62065,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 22716,x_22716,,48018,,,,,,,
COMP62066,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 21668,x_21668,,46742,,,,,,,
COMP62066,3,Cancer Prevention Study II,Metabolon,COMP_ID,glyco-beta-muricholate**,glyco-beta-muricholate**,,X62066,,,,,,,
COMP62066,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21668,x - 21668,,X46742,,,,,,,
COMP62066,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 21668,x_21668,,,,,,,,,
COMP62066,21,Well for life China,Metabolon,COMP_ID,glyco-beta-muricholate**,glyco-beta-muricholate,,62066,,,,,,,
COMP62066,24,Born in Bradford,Metabolon,COMP_ID,glyco-beta-muricholate**,metmss62066,100020214,62066,,,,,,,
COMP62066,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 21668,x___21668,,46742,,,,,,,
COMP62066,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21668,x_21668,,46742,,,,,,,
COMP62066,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,glyco-beta-muricholate,62066,,62066,,,,,,,
COMP62067,3,Cancer Prevention Study II,Metabolon,COMP_ID,carboxyibuprofen glucuronide*,carboxyibuprofen glucuronide*,,X62067,HMDB60564,,,,,,
COMP62067,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,carboxyibuprofen glucuronide*,62067,,62067,,,,,,,
COMP62068,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 22836,x_22836,,48191,,,,,,,
COMP62068,3,Cancer Prevention Study II,Metabolon,COMP_ID,N-methylhydroxyproline**,n-methylhydroxyproline**,,X62068,,,,,,,
COMP62068,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 22836,x - 22836,,X48191,,,,,,,
COMP62068,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 22836,x_22836,,,,,,,,,
COMP62068,21,Well for life China,Metabolon,NEW UID,N-methylhydroxyproline**,n-methylhydroxyproline,,62068,,,,,,,
COMP62068,24,Born in Bradford,Metabolon,COMP_ID,N-methylhydroxyproline**,metmss62068,100020215,62068,,,,,,,
COMP62068,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 22836,x___22836,,48191,,,,,,,
COMP62068,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 22836,x_22836,,48191,,,,,,,
COMP62068,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,N-methylhydroxyproline,62068,,62068,,,9860390,,,,
COMP62069,21,Well for life China,Metabolon,NEW UID,3-hydroxyadipate*,3-hydroxyadipate,,62069,HMDB00345,,151913,,,,
COMP62069,24,Born in Bradford,Metabolon,COMP_ID,3-hydroxyadipate*,metmss62069,100004396,62069,HMDB00345,,151913,,,,
COMP62069,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,3-hydroxyadipate*,62069,,62069,,,151913,,,,
COMP62071,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 11305,x_11305,,46593,,,,,,,
COMP62071,3,Cancer Prevention Study II,Metabolon,COMP_ID,perfluorooctanoate (PFOA)*,perfluorooctanoate (pfoa)*,,X62071,HMDB59587,,9554,,,,
COMP62071,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 11305,x - 11305,,X46593,,,,,,,
COMP62071,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 11305,x_11305,,,,,,,,,
COMP62071,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 11305,x_11305,,32622;46593,,,,,,,
COMP62071,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,X - 11305,x_11305,,,,,,,,,
COMP62071,21,Well for life China,Metabolon,COMP_ID,perfluorooctanoate (PFOA)*,perfluorooctanoate_(pfoa),,62071,HMDB59587,,9554,,,,
COMP62071,24,Born in Bradford,Metabolon,COMP_ID,perfluorooctanoate (PFOA)*,metmss62071,100020208,62071,HMDB59587,,9554,,,,
COMP62071,29,Twins United Kingdom,Metabolon,COMP_ID,X - 11305,m46593,,46593,,,,,,,
COMP62071,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 11305,x___11305,,46593,,,,,,,
COMP62071,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___11305,logm366,,,,,,,,,
COMP62071,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11305,x_11305,,32622,,,,,,,
COMP62071,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 11305,x_11305,,46593,,,,,,,
COMP62071,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,perfluorooctanoate (PFOA),62071,,62071,,,9554,,,,
COMP62072,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14364,x_14364,,46463,,,,,,,
COMP62072,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 14364,x - 14364,,X46463,,,,,,,
COMP62072,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14364,x_14364,,,,,,,,,
COMP62072,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14364,x_14364,,,,,,,,,
COMP62072,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14364,x_14364,,46463,,,,,,,
COMP62086,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 14096,x - 14096,,X47212,,,,,,,
COMP62086,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14096,x_14096,,,,,,,,,
COMP62086,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14096,x_14096,,47212,,,,,,,
COMP62087,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14095,x_14095,,47211,,,,,,,
COMP62087,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 14095,x - 14095,,X47211,,,,,,,
COMP62087,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14095,x_14095,,,,,,,,,
COMP62087,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14095,x_14095,,,,,,,,,
COMP62087,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14095,x_14095,,,,,,,,,
COMP62087,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14095,x_14095,,36019,,,,,,,
COMP62087,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14095,x_14095,,47211,,,,,,,
COMP62090,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 22035,x - 22035,,X47281,,,,,,,
COMP62090,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 22035,x___22035,,47281,,,,,,,
COMP62090,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 22035,x_22035,,47281,,,,,,,
COMP62093,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14196,x_14196,,47219,,,,,,,
COMP62093,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14196,x_14196,,47219,,,,,,,
COMP62094,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14427,x_14427,,47495,,,,,,,
COMP62094,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14302,x_14302,,47226,,,,,,,
COMP62094,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 14302,x - 14302,,X47226,,,,,,,
COMP62094,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14427,x_14427,,,,,,,,,
COMP62094,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14302,x_14302,,,,,,,,,
COMP62094,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14302,x_14302,,,,,,,,,
COMP62094,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14427,x_14427,,,,,,,,,
COMP62094,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 14302,x_14302,,36228;47226,,,,,,,
COMP62094,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14427,x_14427,,36353,,,,,,,
COMP62094,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14302,x_14302,,36228,,,,,,,
COMP62094,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14427,x_14427,,47495,,,,,,,
COMP62094,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14302,x_14302,,47226,,,,,,,
COMP62096,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14314,x_14314,,47225,,,,,,,
COMP62096,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 14314,x - 14314,,X47225,,,,,,,
COMP62096,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 14314,x_14314,,,,,,,,,
COMP62096,29,Twins United Kingdom,Metabolon,COMP_ID,X - 14314,m47225,,47225,,,,,,,
COMP62096,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 14314,x___14314,,47225,,,,,,,
COMP62096,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14314,x_14314,,47225,,,,,,,
COMP62096,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,X - 14314,m_661,,36240,,,,,,,
COMP62100,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 12686,x_12686,,47716,,,,,,,
COMP62100,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 12686,x - 12686,,X47716,,,,,,,
COMP62100,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12686,x_12686,,,,,,,,,
COMP62100,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12686,x_12686,,,,,,,,,
COMP62100,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 12686,x_12686,,,,,,,,,
COMP62100,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12686,x_12686,,34295;47716,,,,,,,
COMP62100,29,Twins United Kingdom,Metabolon,COMP_ID,X - 12686,m47716,,47716,,,,,,,
COMP62100,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12686,x_12686,,34295,,,,,,,
COMP62100,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12686,x_12686,,34295,,,,,,,
COMP62100,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 12686,x_12686,,47716,,,,,,,
COMP62100,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,5-methylthioribose,62100,,62100,,,494,,,,
COMP62101,3,Cancer Prevention Study II,Metabolon,COMP_ID,alpha-ketoglutaramate**,alpha-ketoglutaramate**,,X62101,,,,,,,
COMP62101,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 12695,x_12695,,,,,,,,,
COMP62101,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,X - 12695,x_12695,,34305;47926;48217,,,,,,,
COMP62101,21,Well for life China,Metabolon,COMP_ID,alpha-ketoglutaramate*,alpha-ketoglutaramate,,62101,,,,,,,
COMP62101,24,Born in Bradford,Metabolon,CHEMICAL_ID,alpha-ketoglutaramate*,metmss62101,100002397,62101,,,,,,,
COMP62101,29,Twins United Kingdom,Metabolon,COMP_ID,X - 12695,m48217,,48217,,,,,,,
COMP62101,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 12695,x___12695,,47926,,,,,,,
COMP62101,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,alpha-ketoglutaramate*,62101,,62101,,,48,,,,
COMP62103,3,Cancer Prevention Study II,Metabolon,COMP_ID,cysteinylglycine disulfide*,cysteinylglycine disulfide*,,X62103,HMDB00709,,,,,,
COMP62103,21,Well for life China,Metabolon,COMP_ID,cysteinylglycine disulfide*,cysteinylglycine_disulfide,,62103,HMDB00709,,,,,,
COMP62103,24,Born in Bradford,Metabolon,COMP_ID,cysteinylglycine disulfide*,metmss62103,100002466,62103,HMDB00709,,,,,,
COMP62103,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,cysteinylglycine disulfide*,62103,,62103,,,,,,,
COMP62104,3,Cancer Prevention Study II,Metabolon,COMP_ID,gamma-glutamylcitrulline*,gamma-glutamylcitrulline*,,X62104,,,,,,,
COMP62104,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 24449,x - 24449,,X52766,,,,,,,
COMP62104,21,Well for life China,Metabolon,COMP_ID,gamma-glutamylcitrulline*,gamma-glutamylcitrulline,,62104,,,,,,,
COMP62104,24,Born in Bradford,Metabolon,COMP_ID,gamma-glutamylcitrulline*,metmss62104,100020241,62104,,,,,,,
COMP62104,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 24449,x___24449,,52766,,,,,,,
COMP62104,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,gamma-glutamylcitrulline*,62104,,62104,,,,,,,
COMP62108,21,Well for life China,Metabolon,NEW UID,resveratrol sulfate (1)*,resveratrol_sulfate_(1),,62108,,,,,,,
COMP62110,21,Well for life China,Metabolon,NEW UID,resveratrol disulfate (1)*,resveratrol_disulfate_(1),,62110,,,,,,,
COMP62115,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 14141,x_14141,,47217,,,,,,,
COMP62115,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,X - 14141,x_14141,,,,,,,,,
COMP62117,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14105,x_14105,,47216,,,,,,,
COMP62117,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 14113,x_14113,,47444,,,,,,,
COMP62140,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 13837,x_13837,,47795,,,,,,,
COMP62140,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 13837,x_13837,,,,,,,,,
COMP62140,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 13837,x_13837,,47795,,,,,,,
COMP62145,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 21844,x_21844,,47021,,,,,,,
COMP62145,3,Cancer Prevention Study II,Metabolon,COMP_ID,glycine conjugate of C10H12O2*,glycine conjugate of c10h12o2*,,X62145,,,,,,,
COMP62145,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21844,x - 21844,,X47021,,,,,,,
COMP62145,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 21844,x_21844,,,,,,,,,
COMP62145,21,Well for life China,Metabolon,NEW UID,glycine conjugate of C10H12O2*,glycine_conjugate_of_c10h12o2,,62145,,,,,,,
COMP62145,24,Born in Bradford,Metabolon,COMP_ID,glycine conjugate of C10H12O2*,metmss62145,100020253,62145,,,,,,,
COMP62145,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21844,x_21844,,47021,,,,,,,
COMP62146,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 21849,x_21849,,47026,,,,,,,
COMP62146,3,Cancer Prevention Study II,Metabolon,COMP_ID,glycine conjugate of C10H14O2 (1)*,glycine conjugate of c10h14o2 (1)*,,X62146,,,,,,,
COMP62146,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 21849,x - 21849,,X47026,,,,,,,
COMP62146,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 21849,x_21849,,,,,,,,,
COMP62146,21,Well for life China,Metabolon,COMP_ID,glycine conjugate of C10H14O2 (1)*,glycine_conjugate_of_c10h14o2_(1),,62146,,,,,,,
COMP62146,24,Born in Bradford,Metabolon,COMP_ID,glycine conjugate of C10H14O2 (1)*,metmss62146,100020254,62146,,,,,,,
COMP62146,29,Twins United Kingdom,Metabolon,COMP_ID,X - 21849,m47026,,47026,,,,,,,
COMP62146,30,Airwave Health Monitoring Study,Metabolon,COMP_ID,X - 21849,x___21849,,47026,,,,,,,
COMP62146,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 21849,x_21849,,47026,,,,,,,
COMP62146,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,glycine conjugate of C10H14O2 (1)*,62146,,62146,,,,,,,
COMP62148,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,X - 16134,x_16134,,46651,,,,,,,
COMP62148,5,Cancer Prevention Study II,Metabolon,COMP_ID,X - 16134,x - 16134,,X46697,,,,,,,
COMP62148,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 16134,x_16134,,,,,,,,,
COMP62148,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 16134,x_16134,,,,,,,,,
COMP62148,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 17177,x_17177,,,,,,,,,
COMP62148,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,BIOCHEMICAL_NAME,X - 16134,x_16134,,,,,,,,,
COMP62148,11,Shanghai Women's Health Study,Metabolon,BIOCHEMICAL_NAME,X - 16134,x_16134,,,,,,,,,
COMP62148,24,Born in Bradford,Metabolon,CHEMICAL_ID,Fibrinopeptide A (5-16)*,metmss62148,100020274,62148,,,,,,,
COMP62148,29,Twins United Kingdom,Metabolon,COMP_ID,X - 16134,m46697,,46697,,,,,,,
COMP62148,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,X___17177,logm606,,,,,,,,,
